ID_CLIENTE;SAFRA_REF;PROBABILIDADE_INADIMPLENCIA
5058298901476893676;2021-07;0.0039994232
274692171162531764;2021-07;0.012106668
274692171162531764;2021-07;0.012106668
274692171162531764;2021-07;0.015138781
465309249432033993;2021-07;0.026751863
465309249432033993;2021-07;0.026751863
465309249432033993;2021-07;0.026751863
465309249432033993;2021-07;0.026751863
5883155883105348987;2021-07;0.025783222
5883155883105348987;2021-07;0.025783222
4489904752023469353;2021-07;0.015993388
3355881107559250653;2021-07;0.005208582
3355881107559250653;2021-07;0.005208582
3355881107559250653;2021-07;0.005208582
3355881107559250653;2021-07;0.004914487
3355881107559250653;2021-07;0.004474665
3355881107559250653;2021-07;0.005208582
3355881107559250653;2021-07;0.005208582
6330043096034525408;2021-07;0.1336822
6330043096034525408;2021-07;0.1336822
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.022279272
6964108750473070287;2021-07;0.015591185
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.015591185
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.015591185
6964108750473070287;2021-07;0.015591185
6964108750473070287;2021-07;0.022279272
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.020688672
6964108750473070287;2021-07;0.022279272
4008627434689715639;2021-07;0.1956148
4008627434689715639;2021-07;0.27170396
4008627434689715639;2021-07;0.4572895
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.7210964
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.65010786
5757271354816214865;2021-07;0.63670635
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.65010786
5757271354816214865;2021-07;0.63670635
5757271354816214865;2021-07;0.52683634
5757271354816214865;2021-07;0.7210964
5757271354816214865;2021-07;0.63670635
5757271354816214865;2021-07;0.65010786
5757271354816214865;2021-07;0.65010786
8909740532547211288;2021-07;0.0083423285
8909740532547211288;2021-07;0.0083423285
8909740532547211288;2021-07;0.0083423285
4045739494965095560;2021-07;0.0119065875
4045739494965095560;2021-07;0.0119065875
4045739494965095560;2021-07;0.010238594
6759864637454708017;2021-07;0.03982514
6759864637454708017;2021-07;0.050684333
6759864637454708017;2021-07;0.050684333
6759864637454708017;2021-07;0.050684333
6759864637454708017;2021-07;0.03982514
6759864637454708017;2021-07;0.050684333
6134696632487351445;2021-07;0.013130741
6134696632487351445;2021-07;0.01205491
6134696632487351445;2021-07;0.013130741
5373371196946859811;2021-07;0.028889883
3095686599956852697;2021-07;0.0047895564
3095686599956852697;2021-07;0.0047895564
3095686599956852697;2021-07;0.0047895564
1616952665234409442;2021-07;0.02485786
1616952665234409442;2021-07;0.02724635
1088521227159442264;2021-07;0.012555002
1088521227159442264;2021-07;0.0107971495
1088521227159442264;2021-07;0.012555002
8529899700094903171;2021-07;0.024484051
8529899700094903171;2021-07;0.14684936
8529899700094903171;2021-07;0.024484051
8529899700094903171;2021-07;0.024484051
8529899700094903171;2021-07;0.024484051
8529899700094903171;2021-07;0.024484051
8529899700094903171;2021-07;0.024484051
499242942549937267;2021-07;0.023023054
499242942549937267;2021-07;0.09061496
499242942549937267;2021-07;0.09061496
499242942549937267;2021-07;0.05745147
499242942549937267;2021-07;0.05745147
499242942549937267;2021-07;0.023023054
499242942549937267;2021-07;0.05745147
499242942549937267;2021-07;0.023023054
499242942549937267;2021-07;0.023023054
5897410907783139228;2021-07;0.015666332
5897410907783139228;2021-07;0.018712824
5897410907783139228;2021-07;0.014278081
5897410907783139228;2021-07;0.014278081
2083323809219952960;2021-07;0.0102621
2083323809219952960;2021-07;0.115700826
2083323809219952960;2021-07;0.115700826
2083323809219952960;2021-07;0.115700826
2083323809219952960;2021-07;0.0102621
2083323809219952960;2021-07;0.0102621
2083323809219952960;2021-07;0.0102621
2083323809219952960;2021-07;0.0102621
2083323809219952960;2021-07;0.115700826
2083323809219952960;2021-07;0.115700826
1953058402621337677;2021-07;0.037770987
1953058402621337677;2021-07;0.017907051
1953058402621337677;2021-07;0.009688907
1953058402621337677;2021-07;0.028952966
3408536439470975134;2021-07;0.0013860936
3408536439470975134;2021-07;0.0013860936
3408536439470975134;2021-07;0.0013860936
3408536439470975134;2021-07;0.0013860936
5687511145009775604;2021-07;0.025372166
5687511145009775604;2021-07;0.6980126
7485107528960607346;2021-07;0.024382297
7485107528960607346;2021-07;0.022239137
531805620371082364;2021-07;0.054998916
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.00664555
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.007297187
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.0073863855
5761480994209806499;2021-07;0.0073863855
5761480994209806499;2021-07;0.008730628
5761480994209806499;2021-07;0.008730628
4762256864594914240;2021-07;0.13531315
8570963260597299378;2021-07;0.0019499515
5974858472822751652;2021-07;0.011786942
3421433989501830226;2021-07;0.77744615
4327694790333781288;2021-07;0.0027330779
4327694790333781288;2021-07;0.0027330779
8173830874846355280;2021-07;0.0037886451
8173830874846355280;2021-07;0.0037886451
8173830874846355280;2021-07;0.003921717
8173830874846355280;2021-07;0.003921717
8173830874846355280;2021-07;0.003921717
8173830874846355280;2021-07;0.003921717
8173830874846355280;2021-07;0.0037886451
8173830874846355280;2021-07;0.003921717
8173830874846355280;2021-07;0.004695225
8173830874846355280;2021-07;0.0037886451
2347028805684088098;2021-07;0.002118358
3632378524835692731;2021-07;0.016652837
3632378524835692731;2021-07;0.016652837
3632378524835692731;2021-07;0.016652837
2033394215069562776;2021-07;0.03569694
2033394215069562776;2021-07;0.03569694
2033394215069562776;2021-07;0.03569694
2033394215069562776;2021-07;0.03569694
3285246914299291124;2021-07;0.0030299157
3285246914299291124;2021-07;0.003527712
3285246914299291124;2021-07;0.0030299157
3285246914299291124;2021-07;0.0030299157
2929243640075785940;2021-07;0.020879522
2929243640075785940;2021-07;0.020879522
2929243640075785940;2021-07;0.022894725
2929243640075785940;2021-07;0.020879522
2929243640075785940;2021-07;0.020879522
2407532237672094312;2021-07;0.012552667
2407532237672094312;2021-07;0.016460408
2407532237672094312;2021-07;0.016460408
5635781225931111684;2021-07;0.016792007
5635781225931111684;2021-07;0.018420141
1235244772550233980;2021-07;0.008591567
1235244772550233980;2021-07;0.008591567
1235244772550233980;2021-07;0.011280285
4365965554261111250;2021-07;0.028078515
5162636608292907782;2021-07;0.015324
8248484932270772248;2021-07;0.0296438
924957821424248698;2021-07;0.016581355
924957821424248698;2021-07;0.018189434
924957821424248698;2021-07;0.018189434
6828316696355015040;2021-07;0.0135076195
8409181491723988567;2021-07;0.01313914
8409181491723988567;2021-07;0.01313914
8409181491723988567;2021-07;0.07961199
8409181491723988567;2021-07;0.01313914
4532469127306079736;2021-07;0.020939372
7664272163315705419;2021-07;0.009132056
7664272163315705419;2021-07;0.009580705
9206030810342980458;2021-07;0.0152070485
9206030810342980458;2021-07;0.0152070485
9206030810342980458;2021-07;0.0152070485
5810778736737569699;2021-07;0.014108691
5810778736737569699;2021-07;0.015480737
1366416810235233769;2021-07;0.0070904666
1366416810235233769;2021-07;0.0070904666
1366416810235233769;2021-07;0.0070904666
1366416810235233769;2021-07;0.03182579
1366416810235233769;2021-07;0.0070904666
1366416810235233769;2021-07;0.0070904666
8067924767167570288;2021-07;0.04869188
7908414709866823255;2021-07;0.01594737
7908414709866823255;2021-07;0.014534575
7908414709866823255;2021-07;0.016890492
7908414709866823255;2021-07;0.016890492
8994944800097997361;2021-07;0.0035757092
8994944800097997361;2021-07;0.0035757092
6950439982480713649;2021-07;0.03301441
6950439982480713649;2021-07;0.03301441
8901696535927078963;2021-07;0.006223817
8901696535927078963;2021-07;0.006223817
8901696535927078963;2021-07;0.006223817
8901696535927078963;2021-07;0.006223817
8901696535927078963;2021-07;0.006223817
8901696535927078963;2021-07;0.004054592
8901696535927078963;2021-07;0.006223817
6204723742351094322;2021-07;0.04577574
3095408468798675621;2021-07;0.006581006
3095408468798675621;2021-07;0.006581006
7722287846688771887;2021-07;0.0035373583
312543480920432545;2021-07;0.5293556
312543480920432545;2021-07;0.0072103883
312543480920432545;2021-07;0.006025027
6394935036014530592;2021-07;0.016690219
6394935036014530592;2021-07;0.016690219
3281617395243454427;2021-07;0.02092041
1115703227712697214;2021-07;0.014862958
1115703227712697214;2021-07;0.014862958
8185063234515056194;2021-07;0.011675059
8185063234515056194;2021-07;0.011675059
8185063234515056194;2021-07;0.011675059
8185063234515056194;2021-07;0.011675059
8185063234515056194;2021-07;0.012813522
7492389223353246125;2021-07;0.028308244
7492389223353246125;2021-07;0.21755894
7492389223353246125;2021-07;0.01858578
6217788509719675691;2021-07;0.011150494
6217788509719675691;2021-07;0.011150494
8716163053080758848;2021-07;0.021793477
8716163053080758848;2021-07;0.012231207
8716163053080758848;2021-07;0.012231207
8716163053080758848;2021-07;0.021066807
8716163053080758848;2021-07;0.012231207
8716163053080758848;2021-07;0.021793477
324916756972236008;2021-07;0.02782298
324916756972236008;2021-07;0.5425231
324916756972236008;2021-07;0.025385259
324916756972236008;2021-07;0.029447414
324916756972236008;2021-07;0.025385259
324916756972236008;2021-07;0.025385259
7269781193318890653;2021-07;0.013223357
7269781193318890653;2021-07;0.015802357
6784879562354696650;2021-07;0.006753479
8229446069655666941;2021-07;0.8908068
8229446069655666941;2021-07;0.0466439
4972567100282306577;2021-07;0.017752208
5864443060004179363;2021-07;0.01543594
5864443060004179363;2021-07;0.01543594
5864443060004179363;2021-07;0.10810849
5864443060004179363;2021-07;0.01543594
5864443060004179363;2021-07;0.01543594
2439954154030259398;2021-07;0.026748916
8623308321032624474;2021-07;0.018837964
8623308321032624474;2021-07;0.15709677
8623308321032624474;2021-07;0.024653558
4524147234488547993;2021-07;0.011989612
4524147234488547993;2021-07;0.011989612
4524147234488547993;2021-07;0.011989612
6987942592445950913;2021-07;0.011196302
6987942592445950913;2021-07;0.011196302
6987942592445950913;2021-07;0.011196302
6987942592445950913;2021-07;0.011196302
8684964138237894839;2021-07;0.03135289
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
6582676833651678345;2021-07;0.005629408
1036256411320325774;2021-07;0.03045602
1036256411320325774;2021-07;0.015798176
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
968199235777440720;2021-07;0.0052126627
6916556752218696485;2021-07;0.013581512
6916556752218696485;2021-07;0.010350025
6916556752218696485;2021-07;0.011360755
6916556752218696485;2021-07;0.011360755
6916556752218696485;2021-07;0.013581512
6916556752218696485;2021-07;0.011360755
6916556752218696485;2021-07;0.010350025
6916556752218696485;2021-07;0.011360755
6916556752218696485;2021-07;0.013581512
6916556752218696485;2021-07;0.013581512
6916556752218696485;2021-07;0.011360755
6916556752218696485;2021-07;0.013581512
6030285068945261052;2021-07;0.0062507093
6030285068945261052;2021-07;0.0068639014
6030285068945261052;2021-07;0.038452197
6030285068945261052;2021-07;0.0062507093
6030285068945261052;2021-07;0.0062507093
8463871205935856285;2021-07;0.025256269
4071158585850879204;2021-07;0.007708869
4071158585850879204;2021-07;0.012422527
4071158585850879204;2021-07;0.105280325
3218226066162129945;2021-07;0.059915464
4679462479444735708;2021-07;0.012873057
4679462479444735708;2021-07;0.012151485
4679462479444735708;2021-07;0.008016725
4679462479444735708;2021-07;0.008016725
4679462479444735708;2021-07;0.008016725
4679462479444735708;2021-07;0.012873057
4724876423989598202;2021-07;0.007835489
4724876423989598202;2021-07;0.007835489
4724876423989598202;2021-07;0.007835489
2128970218770090704;2021-07;0.041910876
2128970218770090704;2021-07;0.010923419
2128970218770090704;2021-07;0.010923419
1003144834589372198;2021-07;0.010306165
1003144834589372198;2021-07;0.010306165
9127318190908282126;2021-07;0.023620147
9127318190908282126;2021-07;0.021542499
8163895533020293251;2021-07;0.24527422
8163895533020293251;2021-07;0.27225652
8163895533020293251;2021-07;0.22271106
5794903898038236832;2021-07;0.023269327
5794903898038236832;2021-07;0.023269327
3960251564708868781;2021-07;0.016131926
3960251564708868781;2021-07;0.06219806
3960251564708868781;2021-07;0.016131926
3960251564708868781;2021-07;0.016131926
3960251564708868781;2021-07;0.016131926
5888474320320735000;2021-07;0.73644215
5888474320320735000;2021-07;0.73644215
5888474320320735000;2021-07;0.76395863
761746217261797478;2021-07;0.0046578725
761746217261797478;2021-07;0.0046578725
1507697130807703164;2021-07;0.004462307
9184785003280841216;2021-07;0.01363495
9184785003280841216;2021-07;0.01363495
9184785003280841216;2021-07;0.01363495
1182975716201409626;2021-07;0.010655069
1182975716201409626;2021-07;0.06335634
1182975716201409626;2021-07;0.010655069
1182975716201409626;2021-07;0.010655069
1182975716201409626;2021-07;0.010655069
5369576709077493659;2021-07;0.037835337
3472934456083131714;2021-07;0.007340453
717981637594591016;2021-07;0.003669668
717981637594591016;2021-07;0.12091164
717981637594591016;2021-07;0.003669668
717981637594591016;2021-07;0.003669668
8255085612985072878;2021-07;0.013831656
8255085612985072878;2021-07;0.013831656
7751080728852739823;2021-07;0.015440187
7751080728852739823;2021-07;0.24123651
4347826483121154490;2021-07;0.03414759
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.03414759
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.021751454
4347826483121154490;2021-07;0.021751454
2214132103234633622;2021-07;0.010264455
2214132103234633622;2021-07;0.010264455
2214132103234633622;2021-07;0.010264455
2214132103234633622;2021-07;0.010264455
2214132103234633622;2021-07;0.010264455
410843023337872279;2021-07;0.004650837
2022367282554149730;2021-07;0.018680556
2022367282554149730;2021-07;0.018680556
7637066986811047950;2021-07;0.010274506
7637066986811047950;2021-07;0.010274506
7637066986811047950;2021-07;0.010274506
86110062990790869;2021-07;0.026574587
5304536516981778801;2021-07;0.028892234
5304536516981778801;2021-07;0.028892234
5304536516981778801;2021-07;0.02422947
3829967475074118757;2021-07;0.44942084
3829967475074118757;2021-07;0.5060302
7444686668183702737;2021-07;0.006322373
7444686668183702737;2021-07;0.006322373
682352428813668634;2021-07;0.025992287
682352428813668634;2021-07;0.025992287
682352428813668634;2021-07;0.025992287
682352428813668634;2021-07;0.025992287
682352428813668634;2021-07;0.025992287
682352428813668634;2021-07;0.025992287
7613717984547031729;2021-07;0.014677599
7910340581026492945;2021-07;0.014338742
7910340581026492945;2021-07;0.014338742
7910340581026492945;2021-07;0.0547712
6352592240901579272;2021-07;0.012215863
5574997762710520717;2021-07;0.015173229
5574997762710520717;2021-07;0.015080941
8939476669690489534;2021-07;0.021045636
107343823625119033;2021-07;0.015936986
6349142675790687765;2021-07;0.28898603
6349142675790687765;2021-07;0.28898603
6349142675790687765;2021-07;0.28898603
5067621068959932809;2021-07;0.020901637
5067621068959932809;2021-07;0.020901637
5067621068959932809;2021-07;0.020901637
5067621068959932809;2021-07;0.019058444
5067621068959932809;2021-07;0.019058444
2397171153213063761;2021-07;0.014115239
2397171153213063761;2021-07;0.014384519
2397171153213063761;2021-07;0.014384519
2397171153213063761;2021-07;0.012862627
2397171153213063761;2021-07;0.014115239
8195468623809753777;2021-07;0.00667028
8195468623809753777;2021-07;0.007981555
8195468623809753777;2021-07;0.00667028
8195468623809753777;2021-07;0.007981555
6271697692808086495;2021-07;0.015171833
5176940320835464459;2021-07;0.01807352
5176940320835464459;2021-07;0.048889954
5176940320835464459;2021-07;0.022965506
5176940320835464459;2021-07;0.019823393
5176940320835464459;2021-07;0.01807352
5176940320835464459;2021-07;0.019823393
5176940320835464459;2021-07;0.01807352
4342146186255136598;2021-07;0.006842792
4342146186255136598;2021-07;0.006842792
4342146186255136598;2021-07;0.15101315
4795152981525833467;2021-07;0.012151491
4795152981525833467;2021-07;0.012151491
4795152981525833467;2021-07;0.012151491
4795152981525833467;2021-07;0.012151491
4795152981525833467;2021-07;0.23192202
5714540197488862003;2021-07;0.26685712
5714540197488862003;2021-07;0.92043835
5714540197488862003;2021-07;0.32395917
6012031176108922616;2021-07;0.040309563
1998941557906036376;2021-07;0.036088064
5558533999208199371;2021-07;0.33642533
8464809590757561185;2021-07;0.017990708
8464809590757561185;2021-07;0.016399909
8464809590757561185;2021-07;0.016399909
8464809590757561185;2021-07;0.016399909
6721448955097663572;2021-07;0.025957797
6721448955097663572;2021-07;0.022365928
6721448955097663572;2021-07;0.025957797
5225029212547588718;2021-07;0.0072835386
5225029212547588718;2021-07;0.008474238
5225029212547588718;2021-07;0.014751556
8926565682509268383;2021-07;0.010555598
8926565682509268383;2021-07;0.010555598
8926565682509268383;2021-07;0.010555598
8926565682509268383;2021-07;0.010555598
8926565682509268383;2021-07;0.010555598
8926565682509268383;2021-07;0.010357227
8926565682509268383;2021-07;0.010357227
2983174282784691273;2021-07;0.016294358
2983174282784691273;2021-07;0.35283184
8536031856585966123;2021-07;0.036908753
8536031856585966123;2021-07;0.03488752
8536031856585966123;2021-07;0.2967671
8536031856585966123;2021-07;0.2967671
8536031856585966123;2021-07;0.17971082
7696655736121386405;2021-07;0.01190159
7696655736121386405;2021-07;0.01190159
7750874287225529604;2021-07;0.02108872
7750874287225529604;2021-07;0.023123637
7750874287225529604;2021-07;0.02108872
8013668117699219722;2021-07;0.019142203
7289435138601868544;2021-07;0.012533885
7289435138601868544;2021-07;0.011419986
7289435138601868544;2021-07;0.011419986
5042877476420217533;2021-07;0.012685686
5042877476420217533;2021-07;0.0115584545
1299146298565441811;2021-07;0.018573878
8376902089871279815;2021-07;0.010320995
8376902089871279815;2021-07;0.012002244
8376902089871279815;2021-07;0.012002244
3997247264680905799;2021-07;0.020742431
3997247264680905799;2021-07;0.020742431
5029701292539093910;2021-07;0.0293457
8733525963966339207;2021-07;0.07211322
8733525963966339207;2021-07;0.34111497
8733525963966339207;2021-07;0.36259204
1454789421854453615;2021-07;0.02738459
1454789421854453615;2021-07;0.054293927
1454789421854453615;2021-07;0.02738459
1454789421854453615;2021-07;0.054293927
209477776078372134;2021-07;0.0050502783
209477776078372134;2021-07;0.0050502783
209477776078372134;2021-07;0.0050502783
209477776078372134;2021-07;0.0050502783
3156852928909455203;2021-07;0.02377444
3156852928909455203;2021-07;0.02377444
7590999900861381526;2021-07;0.15655865
4556737702757145073;2021-07;0.023123637
6545052034269841737;2021-07;0.0071810116
6545052034269841737;2021-07;0.009432497
6545052034269841737;2021-07;0.056661114
6545052034269841737;2021-07;0.009432497
6545052034269841737;2021-07;0.007884737
6545052034269841737;2021-07;0.009432497
3571198145319411787;2021-07;0.006657768
3571198145319411787;2021-07;0.006657768
3571198145319411787;2021-07;0.0486083
3571198145319411787;2021-07;0.006657768
8874257794774679816;2021-07;0.013248842
2634859679238614382;2021-07;0.009458191
2634859679238614382;2021-07;0.009458191
2634859679238614382;2021-07;0.009458191
2634859679238614382;2021-07;0.009458191
2634859679238614382;2021-07;0.009458191
2634859679238614382;2021-07;0.009458191
2678966409665050034;2021-07;0.013372061
2678966409665050034;2021-07;0.013372061
2678966409665050034;2021-07;0.013372061
2678966409665050034;2021-07;0.013372061
2250817603281429928;2021-07;0.008125604
2106875407768047316;2021-07;0.007939001
7458891296671174680;2021-07;0.064636104
8213533889694327948;2021-07;0.015322297
8213533889694327948;2021-07;0.015322297
8213533889694327948;2021-07;0.015322297
6471448246085839373;2021-07;0.0071414365
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.036635987
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.036635987
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.036635987
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.023909954
2532435113844289043;2021-07;0.036635987
2532435113844289043;2021-07;0.023909954
3137879241768961145;2021-07;0.009792809
3137879241768961145;2021-07;0.006479383
3118152790263512426;2021-07;0.012798511
3118152790263512426;2021-07;0.0167815
903093877129717133;2021-07;0.011603305
903093877129717133;2021-07;0.011603305
2645324649046215594;2021-07;0.018334847
2645324649046215594;2021-07;0.016714128
2645324649046215594;2021-07;0.016714128
621182491555347581;2021-07;0.046035275
621182491555347581;2021-07;0.039778672
8706851346184249504;2021-07;0.03877212
1343530446996409207;2021-07;0.010206361
1343530446996409207;2021-07;0.007771603
3977861004707764824;2021-07;0.025440233
3977861004707764824;2021-07;0.025440233
3977861004707764824;2021-07;0.025440233
3977861004707764824;2021-07;0.025440233
3977861004707764824;2021-07;0.025440233
1156053485989336481;2021-07;0.022984838
1156053485989336481;2021-07;0.022984838
1156053485989336481;2021-07;0.7135255
1156053485989336481;2021-07;0.022984838
1156053485989336481;2021-07;0.022984838
1156053485989336481;2021-07;0.022984838
1156053485989336481;2021-07;0.022984838
1118514612547157551;2021-07;0.046650764
1118514612547157551;2021-07;0.029054949
6817075905797098547;2021-07;0.028178282
7930925883736021864;2021-07;0.02104658
7930925883736021864;2021-07;0.01606782
7930925883736021864;2021-07;0.017626984
7930925883736021864;2021-07;0.017626984
7930925883736021864;2021-07;0.02104658
7930925883736021864;2021-07;0.017626984
7930925883736021864;2021-07;0.017626984
2451708306555441014;2021-07;0.00695366
7442192566700924647;2021-07;0.0029403078
7442192566700924647;2021-07;0.38664174
7442192566700924647;2021-07;0.0026766898
7442192566700924647;2021-07;0.0026766898
2988042199057874759;2021-07;0.01991235
3634047863995720708;2021-07;0.015726566
7085295800541340563;2021-07;0.020548496
7085295800541340563;2021-07;0.020548496
7085295800541340563;2021-07;0.0094325505
4335865859049992260;2021-07;0.14432773
4335865859049992260;2021-07;0.016231399
2290083177086946553;2021-07;0.021429362
2290083177086946553;2021-07;0.021429362
2290083177086946553;2021-07;0.016361572
7177785309735471560;2021-07;0.004855493
7177785309735471560;2021-07;0.0036316998
5477523784812182605;2021-07;0.7930644
5477523784812182605;2021-07;0.62547535
8961924617442201922;2021-07;0.019765947
7595945751692012281;2021-07;0.01738156
2333404192508932057;2021-07;0.03840687
2333404192508932057;2021-07;0.0444577
2333404192508932057;2021-07;0.03840687
4593070249039532001;2021-07;0.06771692
6053752047545474051;2021-07;0.018291757
6053752047545474051;2021-07;0.016674787
6053752047545474051;2021-07;0.016674787
6053752047545474051;2021-07;0.018291757
6053752047545474051;2021-07;0.019370802
6053752047545474051;2021-07;0.019370802
6053752047545474051;2021-07;0.019370802
6091519986999196884;2021-07;0.0092452075
